ymd,low,high,tianqi,fengxiang,fengli,aqi,aqiLevel,aqiInfo
2012/4/14,14,21,多云~小雨,东南风,3-4级,,,
2012/4/15,13,21,多云~阴,东南风,3-4级,,,
2012/4/16,12,24,晴~多云,东北风,3-4级,,,
2012/4/17,13,21,多云~阴,东北风~东南风,3-4级,,,
2012/4/18,19,19,阴,东南风,4-5级,,,
2012/4/19,21,21,阴,西北风,3-4级,,,
2012/4/20,21,21,小雨,东北风~东南风,3-4级,,,
2012/4/21,20,20,阴,西北风,3-4级,,,
2012/4/22,27,27,晴,西南风~南风,3-4级,,,
2012/4/23,19,27,晴~多云,南风~,4-5级~,,,
2012/4/24,17,25,阵雨~中雨,东南风,4-5级,,,
2012/4/25,13,20,阴~多云,西北风,4-5级~3-4级,,,
2012/4/26,15,25,晴,南风,3-4级~4-5级,,,
2012/4/27,17,27,晴,南风,3-4级~4-5级,,,
2012/4/28,19,27,多云~阵雨,东南风,4-5级,,,
2012/4/29,20,24,雷阵雨~阴,东南风,4-5级,,,
2012/4/30,17,21,阴~雷阵雨,东风,3-4级,,,
2012/5/1,17,20,阵雨~阴,东北风~北风,3-4级~4-5级,,,
2012/5/2,16,22,阴~多云,西北风,4-5级~3-4级,,,
2012/5/3,18,27,多云~阴,北风~东风,微风,,,
2012/5/4,18,28,多云~晴,东北风~东南风,微风,,,
2012/5/5,20,31,晴,西南风~南风,微风,,,
2012/5/6,21,32,晴,西南风,3-4级~4-5级,,,
2012/5/7,20,33,晴~雷阵雨,南风,3-4级~4-5级,,,
2012/5/8,18,22,阵雨~阴,东南风~西北风,4-5级~3-4级,,,
2012/5/9,17,24,多云,东北风,3-4级,,,
2012/5/10,18,27,多云~晴,东风~东南风,3-4级,,,
2012/5/11,19,27,多云,东南风,3-4级,,,
2012/5/12,18,25,多云~中雨,东南风,4-5级,,,
2012/5/13,18,23,阵雨~小雨,东南风~北风,4-5级,,,
2012/5/14,19,24,小雨,北风,3-4级,,,
2012/5/15,19,27,阴~多云,西北风~西南风,3-4级,,,
2012/5/16,20,30,晴~多云,西南风,3-4级,,,
2012/5/17,19,31,晴~多云,北风~东风,3-4级,,,
2012/5/18,18,30,多云~小雨,东南风,3-4级~4-5级,,,
2012/5/19,16,21,小到中雨~小雨,东南风~东风,4-5级,,,
2012/5/20,17,21,小雨~阴,东北风,4-5级~3-4级,,,
2012/5/21,18,26,晴~多云,东北风,3-4级,,,
2012/5/22,19,24,多云,东风,3-4级,,,
2012/5/23,19,24,阵雨,东南风,3-4级,,,
2012/5/24,18,22,阵雨,东北风,3-4级,,,
2012/5/25,18,23,阴,东北风~东风,4-5级~3-4级,,,
2012/5/26,18,25,阴~晴,东北风~东风,3-4级,,,
2012/5/27,19,29,晴,东风,3-4级,,,
2012/5/28,20,29,晴,东南风,3-4级,,,
2012/5/29,19,29,多云~中雨,东南风,4-5级,,,
2012/5/30,19,20,小雨,东南风~东北风,4-5级,,,
2012/5/31,19,25,多云,东北风~东风,4-5级,,,
2012/6/1,20,24,阴~小雨,东北风~东风,3-4级,,,
2012/6/2,19,26,阴~多云,东风,3-4级,,,
2012/6/3,20,26,多云,东南风,3-4级,,,
2012/6/4,21,25,阵雨~阴,东风,3-4级~4-5级,,,
2012/6/5,21,26,多云~阴,东风~东南风,3-4级,,,
2012/6/6,22,27,阴~阵雨,东南风,3-4级,,,
2012/6/7,24,29,阵雨~阴,南风,3-4级,,,
2012/6/8,24,34,多云,西风,微风,,,
2012/6/9,24,33,多云,西南风~南风,微风,,,
2012/6/10,24,33,多云~小雨,南风,3-4级,,,
2012/6/11,23,28,小雨~阴,东风,3-4级,,,
2012/6/12,23,30,阴~多云,东北风~东风,微风,,,
2012/6/13,23,33,晴,东风~东南风,3-4级,,,
2012/6/14,23,30,多云,东南风,3-4级,,,
2012/6/15,23,27,阵雨~阴,东风,3-4级,,,
2012/6/16,22,29,多云,东北风~东风,3-4级,,,
2012/6/17,21,26,阵雨~暴雨,东南风,3-4级,,,
2012/6/18,22,25,中雨~小雨,东南风~北风,4-5级,,,
2012/6/19,22,25,小雨~阴,北风~东北风,3-4级,,,
2012/6/20,22,27,阴~小雨,东风,3-4级,,,
2012/6/21,22,28,多云,东北风~东风,3-4级,,,
2012/6/22,22,27,阵雨~大雨,东南风,3-4级,,,
2012/6/23,21,24,小到中雨~阵雨,东南风~东风,4-5级~3-4级,,,
2012/6/24,23,27,阴,南风,3-4级,,,
2012/6/25,22,30,阴~阵雨,东风,3-4级,,,
2012/6/26,23,25,中雨,东风,3-4级,,,
2012/6/27,23,25,中雨~阵雨,东北风,3-4级,,,
2012/6/28,24,28,阴,东风~东南风,3-4级,,,
2012/6/29,25,34,多云,东南风~南风,3-4级~4-5级,,,
2012/6/30,26,34,雷阵雨,南风,3-4级,,,
2012/7/1,27,35,雷阵雨~多云,西南风,3-4级,,,
2012/7/2,28,36,多云,西南风,3-4级,,,
2012/7/3,28,36,多云,西南风,3-4级,,,
2012/7/4,28,37,多云,南风~西南风,3-4级,,,
2012/7/5,29,38,多云,南风~西南风,4-5级,,,
2012/7/6,27,37,多云~雷阵雨,西南风,3-4级,,,
2012/7/7,26,32,雷阵雨~多云,西风~西南风,3-4级,,,
2012/7/8,27,32,雷阵雨~多云,东南风~东风,3-4级,,,
2012/7/9,28,34,雷阵雨~多云,东南风,3-4级,,,
2012/7/10,28,37,多云~雷阵雨,南风~西南风,3-4级,,,
2012/7/11,27,34,雷阵雨~多云,西南风,3-4级,,,
2012/7/12,27,35,雷阵雨,西南风,3-4级,,,
2012/7/13,25,32,雷雨,西南风,3-4级,,,
2012/7/14,23,32,大雨~雷雨,南风~西南风,3-4级,,,
2012/7/15,24,30,多云~阴,北风~东北风,3-4级,,,
2012/7/16,25,30,雷雨~多云,东南风,3-4级,,,
2012/7/17,25,28,阵雨~大雨,东北风~东南风,3-4级,,,
2012/7/18,26,30,阵雨~多云,北风~西南风,3-4级,,,
2012/7/19,27,33,多云,南风~东南风,3-4级,,,
2012/7/20,27,34,雷雨~多云,东南风,3-4级,,,
2012/7/21,27,35,多云~晴,东南风,3-4级,,,
2012/7/22,28,34,多云,东南风,4-5级,,,
2012/7/23,27,35,晴~多云,东南风,4-5级,,,
2012/7/24,27,34,晴,东南风,4-5级,,,
2012/7/25,27,35,多云~晴,东南风,4-5级,,,
2012/7/26,27,34,晴~多云,东南风,3-4级,,,
2012/7/27,28,35,晴,东南风,3-4级,,,
2012/7/28,28,35,晴~多云,东南风,3-4级,,,
2012/7/29,28,35,晴~多云,南风~东南风,3-4级,,,
2012/7/30,28,36,晴~多云,南风~东南风,3-4级,,,
2012/7/31,27,35,晴~多云,东南风,3-4级~4-5级,,,
2012/8/1,27,34,多云~阵雨,东风~东北风,3-4级~4-5级,,,
2012/8/2,27,31,中到大雨~大雨,东北风~东南风,4-5级,,,
2012/8/3,27,32,阵雨,东南风,5-6级,,,
2012/8/4,27,33,多云,东南风~东风,4-5级,,,
2012/8/5,27,34,多云,东北风,4-5级,,,
2012/8/6,26,32,多云~阵雨,东北风,4-5级,,,
2012/8/7,25,31,阵雨~大雨,东北风,4-5级~5-6级,,,
2012/8/8,25,27,暴雨~大雨,东北风,7-8级,,,
2012/8/9,27,32,多云~阵雨,东南风,4-5级,,,
2012/8/10,27,33,多云,东南风,4-5级,,,
2012/8/11,28,33,多云,东南风,4-5级,,,
2012/8/12,28,34,多云,南风,3-4级,,,
2012/8/13,28,35,雷雨~多云,南风,3-4级,,,
2012/8/14,28,35,多云,南风,3-4级,,,
2012/8/15,28,36,多云,南风~东南风,3-4级,,,
2012/8/16,28,35,多云,东南风,3-4级,,,
2012/8/17,28,35,多云,东南风,3-4级,,,
2012/8/18,28,35,晴~多云,东南风,3-4级,,,
2012/8/19,28,35,多云,南风,3-4级,,,
2012/8/20,26,35,多云,东南风,3-4级,,,
2012/8/21,24,34,多云~阵雨,东南风,3-4级,,,
2012/8/22,25,29,阵雨,北风~东北风,4-5级,,,
2012/8/23,24,27,阵雨,北风~东南风,3-4级,,,
2012/8/24,26,31,阵雨,北风~东北风,4-5级,,,
2012/8/25,26,30,中雨~多云,东北风,3-4级,,,
2012/8/26,25,34,多云~阵雨,东北风,4-5级~5-6级,,,
2012/8/27,26,31,大雨~小雨,东北风~北风,6-7级,,,
2012/8/28,24,31,多云~阵雨,西风,5-6级~4-5级,,,
2012/8/29,26,32,多云~阵雨,东北风~西北风,4-5级,,,
2012/8/30,26,32,多云,西北风~东风,3-4级,,,
2012/8/31,25,32,多云~晴,东风,3-4级,,,
2012/9/1,25,32,晴~多云,东风~东南风,3-4级,,,
2012/9/2,25,32,晴~多云,东南风,3-4级,,,
2012/9/3,23,30,雷雨,南风~东南风,3-4级,,,
2012/9/4,22,25,阵雨,北风,3-4级,,,
2012/9/5,23,26,阵雨~阴,北风~东北风,3-4级,,,
2012/9/6,24,29,阴~阵雨,东北风~东南风,3-4级,,,
2012/9/7,24,30,雷雨~多云,东南风,3-4级,,,
2012/9/8,23,30,多云~雷雨,东风~南风,3-4级~4-5级,,,
2012/9/9,23,28,阵雨~雷雨,南风~北风,3-4级~4-5级,,,
2012/9/10,23,28,阴~多云,东北风,3-4级,,,
2012/9/11,23,29,多云,东风~东南风,3-4级,,,
2012/9/12,21,32,雷雨~阵雨,南风,3-4级,,,
2012/9/13,20,24,阵雨,西北风,4-5级,,,
2012/9/14,21,24,阴~多云,北风,4-5级,,,
2012/9/15,21,26,多云,东北风,4-5级,,,
2012/9/16,20,28,多云,北风,4-5级,,,
2012/9/17,18,26,晴,西北风,4-5级,,,
2012/9/18,18,27,晴,西风,3-4级,,,
2012/9/19,21,29,晴,西风~南风,3-4级,,,
2012/9/20,21,28,晴~多云,东南风,3-4级,,,
2012/9/21,21,27,阴~阵雨,东南风,3-4级,,,
2012/9/22,19,22,阵雨~阴,东南风,3-4级,,,
2012/9/23,20,27,多云,东北风,3-4级,,,
2012/9/24,20,28,晴~多云,东风,3-4级,,,
2012/9/25,21,28,多云,东风,3-4级,,,
2012/9/26,21,27,多云,东风,3-4级,,,
2012/9/27,21,26,多云,东北风,3-4级,,,
2012/9/28,18,28,多云,北风,4-5级,,,
2012/9/29,18,23,晴,北风,3-4级,,,
2012/9/30,16,24,多云~晴,北风,4-5级~3-4级,,,
2012/10/1,17,25,晴,北风~东北风,3-4级,,,
2012/10/2,18,26,晴~多云,东北风,3-4级,,,
2012/10/3,19,25,多云,东北风,3-4级,,,
2012/10/4,19,27,晴,西北风~东北风,微风,,,
2012/10/5,20,25,多云~阴,东北风,3-4级,,,
2012/10/6,19,25,多云,东北风,3-4级,,,
2012/10/7,18,25,多云,东北风,3-4级,,,
2012/10/8,19,25,阴~多云,东北风,3-4级,,,
2012/10/9,18,25,多云,东北风,3-4级,,,
2012/10/10,17,26,晴,西北风~北风,3-4级~4-5级,,,
2012/10/11,17,24,多云~晴,东北风,3-4级,,,
2012/10/12,18,25,多云,东北风,3-4级,,,
2012/10/13,20,24,阴,东北风,3-4级,,,
2012/10/14,19,25,阴~多云,东北风,4-5级,,,
2012/10/15,19,26,晴,东北风,4-5级,,,
2012/10/16,17,26,多云~小雨,东风~北风,3-4级~4-5级,,,
2012/10/17,15,20,多云~晴,北风,4-5级,,,
2012/10/18,14,21,晴,北风~东北风,3-4级,,,
2012/10/19,18,23,晴,东南风,3-4级,,,
2012/10/20,20,25,多云,东南风,3-4级,,,
2012/10/21,19,26,多云~阴,东南风,3-4级,,,
2012/10/22,15,22,阵雨~阴,西北风,4-5级,,,
2012/10/23,16,22,晴~多云,北风~东北风,3-4级,,,
2012/10/24,19,23,多云~小雨,东南风,3-4级,,,
2012/10/25,20,23,小雨~阵雨,东南风,3-4级~4-5级,,,
2012/10/26,20,26,多云,东南风,4-5级,,,
2012/10/27,17,23,阵雨~多云,北风,3-4级,,,
2012/10/28,16,23,晴,北风~东北风,3-4级,,,
2012/10/29,15,22,多云~小雨,东北风,3-4级,,,
2012/10/30,11,17,小雨~阴,北风,4-5级,,,
2012/10/31,10,17,多云~晴,西北风,4-5级,,,
2012/11/1,12,17,晴~多云,东北风,3-4级,,,
2012/11/2,15,19,多云,东风,3-4级,,,
2012/11/3,11,21,小雨~雷雨,东风~西北风,4-5级,,,
2012/11/4,9,16,晴,西北风,4-5级~3-4级,,,
2012/11/5,10,16,晴,西北风,3-4级,,,
2012/11/6,9,17,晴,西北风,3-4级,,,
2012/11/7,11,18,晴~多云,西北风~南风,3-4级,,,
2012/11/8,15,19,阴~小雨,东南风~东风,3-4级,,,
2012/11/9,15,17,中雨,东风,4-5级,,,
2012/11/10,10,20,小雨~阴,西风~西北风,3-4级~4-5级,,,
2012/11/11,8,14,多云~晴,西北风,4-5级,,,
2012/11/12,9,15,晴~多云,西北风,3-4级,,,
2012/11/13,8,17,晴,西北风,4-5级,,,
2012/11/14,9,15,晴,西北风~北风,3-4级,,,
2012/11/15,12,16,多云~小雨,东北风~东风,3-4级,,,
2012/11/16,9,15,中雨~小雨,东南风~西北风,3-4级~4-5级,,,
2012/11/17,8,15,多云~晴,西北风,4-5级~3-4级,,,
2012/11/18,8,16,晴,东风~东南风,3-4级,,,
2012/11/19,11,16,晴,北风~东北风,4-5级,,,
2012/11/20,12,17,多云~小雨,东风~东南风,3-4级,,,
2012/11/21,13,15,小到中雨~小雨,东风~东北风,3-4级,,,
2012/11/22,9,17,小雨~中雨,东北风,3-4级~4-5级,,,
2012/11/23,7,12,小雨~多云,北风,4-5级~3-4级,,,
2012/11/24,8,11,晴~小雨,东北风~东南风,3-4级,,,
2012/11/25,9,14,中雨~小雨,南风~北风,3-4级~4-5级,,,
2012/11/26,5,11,阴~晴,西北风~北风,4-5级~3-4级,,,
2012/11/27,8,12,多云,东风~东南风,3-4级,,,
2012/11/28,9,15,多云~小雨,西南风~西北风,3-4级,,,
2012/11/29,9,14,多云~小雨,东北风,3-4级,,,
2012/11/30,9,12,小雨~阴,东北风,4-5级,,,
2012/12/1,9,12,小雨~中雨,东北风,4-5级,,,
2012/12/2,7,12,小雨~阴,东北风,3-4级,,,
2012/12/3,4,12,多云,西北风,4-5级~3-4级,,,
2012/12/4,5,10,晴~多云,北风~东南风,3-4级,,,
2012/12/5,2,11,多云~晴,西北风,4-5级,,,
2012/12/6,5,9,晴~多云,西北风~南风,3-4级,,,
2012/12/7,4,13,晴,西北风,4-5级,,,
2012/12/8,1,10,多云~晴,西北风,3-4级~4-5级,,,
2012/12/9,1,6,晴~多云,西北风~北风,4-5级~3-4级,,,
2012/12/10,4,8,阴~多云,北风,3-4级,,,
2012/12/11,5,10,晴~多云,北风~东风,3-4级,,,
2012/12/12,6,11,晴,东北风~东南风,3-4级,,,
2012/12/13,13,14,阴~小雨,东南风,4-5级,,,
2012/12/14,8,18,多云~阵雨,西北风~北风,3-4级,,,
2012/12/15,7,10,小雨,北风~东北风,3-4级,,,
2012/12/16,7,11,小雨,东北风,3-4级,,,
2012/12/17,3,10,阴,北风,4-5级,,,
2012/12/18,0,5,阴~多云,北风,4-5级,,,
2012/12/19,4,6,多云,东北风,3-4级,,,
2012/12/20,8,11,小雨~中雨,东风~东南风,3-4级~4-5级,,,
2012/12/21,4,10,小雨,西北风,4-5级,,,
2012/12/22,0,7,小雨~多云,北风,4-5级,,,
2012/12/23,-2,4,晴,西北风,4-5级,,,
2012/12/24,1,4,晴,东北风,3-4级,,,
2012/12/25,5,8,多云~阴,东北风~东风,4-5级~3-4级,,,
2012/12/26,5,7,小雨,东北风,3-4级,,,
2012/12/27,7,9,中雨,东风~东北风,3-4级,,,
2012/12/28,3,10,小雨,西北风~东北风,3-4级,,,
2012/12/29,-2,9,小雨~小雪,西北风,4-5级,,,
2012/12/30,-3,1,多云,西北风,4-5级,,,
2012/12/31,0,4,晴,西北风,3-4级,,,
2013/1/1,1,9,晴,西北风~北风,3-4级,,,
2013/1/2,1,9,多云~阴,北风,4-5级,,,
2013/1/3,-2,0,小雪~阴,北风,4-5级~3-4级,,,
2013/1/4,0,3,雨夹雪,北风,3-4级,,,
2013/1/5,2,5,阴~雨夹雪,北风,3-4级,,,
2013/1/6,1,5,雨夹雪,东北风,3-4级,,,
2013/1/7,1,5,雨夹雪~阴,北风,3-4级,,,
2013/1/8,2,6,多云~阴,北风,3-4级,,,
2013/1/9,0,7,多云~晴,北风,4-5级,,,
2013/1/10,1,6,晴,北风~东北风,3-4级,,,
2013/1/11,2,9,多云~阴,东风~南风,3-4级,,,
2013/1/12,4,10,多云~中雨,东北风~东风,3-4级,,,
2013/1/13,3,7,小到中雨~多云,东北风,4-5级~3-4级,,,
2013/1/14,3,10,晴,北风,3-4级,,,
2013/1/15,3,9,多云~晴,东风~东南风,微风,,,
2013/1/16,1,7,多云,西北风~北风,3-4级~4-5级,,,
2013/1/17,-1,5,多云,北风~东北风,4-5级~3-4级,,,
2013/1/18,0,6,晴,北风,3-4级,,,
2013/1/19,6,10,晴~多云,东南风,3-4级~4-5级,,,
2013/1/20,8,14,阴~小雨,东南风,3-4级,,,
2013/1/21,4,10,小雨,西北风,4-5级,,,
2013/1/22,2,6,小雨~多云,西北风,3-4级,,,
2013/1/23,3,8,多云,西北风,3-4级,,,
2013/1/24,1,11,多云,西北风,4-5级,,,
2013/1/25,1,9,晴,西风~南风,3-4级,,,
2013/1/26,2,11,多云,西风~东北风,3-4级,,,
2013/1/27,1,9,晴,东北风~东南风,3-4级,,,
2013/1/28,6,11,晴~多云,东南风,3-4级,,,
2013/1/29,6,14,阴~晴,东南风,3-4级,,,
2013/1/30,9,15,晴~多云,东南风,3-4级,,,
2013/1/31,10,17,小雨,东南风~南风,4-5级,,,
2013/2/1,7,15,小雨,北风,4-5级,,,
2013/2/2,6,10,阴~多云,东北风~东风,3-4级,,,
2013/2/3,8,13,小雨,东南风~南风,3-4级,,,
2013/2/4,6,11,小雨~中雨,北风~东北风,3-4级,,,
2013/2/5,4,9,小到中雨~阴,东北风~北风,4-5级~3-4级,,,
2013/2/6,0,7,阴~小雨,东北风,3-4级,,,
2013/2/7,0,4,雨夹雪~小雪,北风,4-5级~3-4级,,,
2013/2/8,-1,1,小雪,东北风,3-4级,,,
2013/2/9,0,4,多云~晴,北风,3-4级,,,
2013/2/10,2,7,晴~多云,西北风~东北风,3-4级,,,
2013/2/11,4,8,多云~小雨,东北风~东风,3-4级,,,
2013/2/12,2,6,小雨~多云,北风,4-5级~3-4级,,,
2013/2/13,4,9,多云~小雨,东南风,3-4级,,,
2013/2/14,5,9,小雨,东南风~北风,3-4级级,,,
2013/2/15,3,8,多云,北风~东北风,4-5级级~3-4级级,,,
2013/2/16,6,10,晴~阴,东南风,3-4级~4-5级,,,
2013/2/17,4,13,小雨,南风,3-4级,,,
2013/2/18,0,8,小到中雨~中雨,北风,4-5级,,,
2013/2/19,1,3,小雪~多云,北风~东北风,4-5级级~3-4级级,,,
2013/2/20,3,8,多云,东北风,3-4级,,,
2013/2/21,5,10,多云~小雨,东风,3-4级,,,
2013/2/22,4,12,多云,东北风,3-4级,,,
2013/2/23,5,13,晴,东北风~东风,3-4级级,,,
2013/2/24,8,14,多云~阴,东南风,4-5级,,,
2013/2/25,11,15,阴~小雨,东南风,3-4级,,,
2013/2/26,8,14,小雨~阴,北风~东北风,3-4级,,,
2013/2/27,8,13,多云,东北风,3-4级,,,
2013/2/28,4,16,多云~中雨,东南风~北风,4-5级,,,
2013/3/1,3,8,小到中雨~阴,北风,5-6级~4-5级,,,
2013/3/2,1,7,多云,北风~西北风,4-5级~3-4级,,,
2013/3/3,4,11,晴,西风~西南风,3-4级,,,
2013/3/4,6,17,晴,西风~北风,3-4级,,,
2013/3/5,9,17,晴,东北风~东南风,3-4级,,,
2013/3/6,12,22,晴~多云,南风~西南风,3-4级,,,
2013/3/7,11,23,多云~晴,西风,3-4级,,,
2013/3/8,15,26,晴,西南风,3-4级,,,
2013/3/9,8,28,多云~小雨,西南风~南风,3-4级,,,
2013/3/10,6,11,阴~小雨,北风~东北风,4-5级~3-4级,,,
2013/3/11,8,11,小雨~多云,东北风~东南风,3-4级,,,
2013/3/12,6,20,晴~中雨,东南风~北风,4-5级,,,
2013/3/13,4,8,小雨~阴,北风,5-6级~4-5级,,,
2013/3/14,4,9,多云~晴,东北风~东风,3-4级,,,
2013/3/15,9,15,晴,东南风,3-4级,,,
2013/3/16,12,18,小雨~中雨,东南风,3-4级,,,
2013/3/17,12,18,小到中雨~大雨,南风,3-4级,,,
2013/3/18,12,21,多云~晴,西北风~西风,3-4级,,,
2013/3/19,6,22,小到中雨~中雨,东南风~东北风,4-5级~3-4级,,,
2013/3/20,4,13,阴~多云,北风~东北风,4-5级~3-4级,,,
2013/3/21,8,13,晴~中雨,东南风,4-5级,,,
2013/3/22,9,20,小雨,北风~东北风,4-5级,,,
2013/3/23,7,11,小到中雨~小雨,东风,3-4级,,,
2013/3/24,5,12,小雨~阴,东北风,4-5级,,,
2013/3/25,6,11,晴~小雨,北风~东北风,4-5级~3-4级,,,
2013/3/26,7,11,小雨~阴,东风,3-4级,,,
2013/3/27,8,15,阴~多云,东北风~东南风,3-4级,,,
2013/3/28,8,18,晴~阴,东南风~东北风,3-4级~4-5级,,,
2013/3/29,8,13,阴~多云,东北风~东风,3-4级~微风,,,
2013/3/30,9,17,多云,东南风,3-4级,,,
2013/3/31,8,16,多云,东北风~东南风,3-4级,,,
2013/4/1,9,18,多云~阴,东南风~南风,3-4级,,,
2013/4/2,6,16,晴,北风~东北风,4-5级~3-4级,,,
2013/4/3,11,17,多云~阴,东南风,3-4级,,,
2013/4/4,13,19,阴,东南风,3-4级~4-5级,,,
2013/4/5,7,17,小到中雨~小雨,东南风~西北风,4-5级,,,
2013/4/6,6,11,小雨~晴,西北风,5-6级~4-5级,,,
2013/4/7,8,15,晴,西风~南风,微风~3-4级,,,
2013/4/8,11,20,多云,南风~西北风,3-4级~4-5级,,,
2013/4/9,9,17,多云,西北风,4-5级~3-4级,,,
2013/4/10,9,18,晴,西南风,3-4级,,,
2013/4/11,10,19,晴,西北风~南风,微风,,,
2013/4/12,13,22,晴,西北风~西南风,3-4级,,,
2013/4/13,14,27,晴~多云,西南风,3-4级~4-5级,,,
2013/4/14,13,28,晴,东北风~南风,3-4级,,,
2013/4/15,19,29,晴~多云,南风,3-4级~4-5级,,,
2013/4/16,17,27,阴,南风~西南风,4-5级~3-4级,,,
2013/4/17,14,24,多云,东北风~东南风,3-4级,,,
2013/4/18,10,19,阴~多云,东北风,4-5级,,,
2013/4/19,10,15,多云~中雨,东北风,3-4级~微风,,,
2013/4/20,8,13,小雨~阴,东北风,3-4级~4-5级,,,
2013/4/21,9,14,多云~晴,东北风~东风,3-4级,,,
2013/4/22,14,18,阵雨~大雨,东南风,3-4级~4-5级,,,
2013/4/23,14,18,小雨~阴,西南风~西北风,3-4级,,,
2013/4/24,13,21,多云,西北风~东南风,3-4级,,,
2013/4/25,12,26,多云~晴,西南风~西北风,微风~3-4级,,,
2013/4/26,14,25,晴,南风,3-4级,,,
2013/4/27,16,26,晴,南风,4-5级,,,
2013/4/28,18,27,多云,南风,4-5级~3-4级,,,
2013/4/29,14,26,小雨~中雨,东北风,4-5级,,,
2013/4/30,12,18,小雨~多云,东北风~北风,4-5级~3-4级,,,
2013/5/1,13,23,晴,北风,3-4级,,,
2013/5/2,14,23,多云~晴,东风~东南风,微风,,,
2013/5/3,15,24,晴,东南风,3-4级,,,
2013/5/4,16,24,晴~多云,东风,3-4级,,,
2013/5/5,16,24,多云,东风~东南风,3-4级,,,
2013/5/6,17,20,小雨,东南风,3-4级,,,
2013/5/7,17,22,小雨,东南风,3-4级,,,
2013/5/8,18,20,小雨,东南风,3-4级,,,
2013/5/9,19,22,中雨~小雨,南风~西北风,3-4级,,,
2013/5/10,18,24,小雨~阴,西北风~西南风,3-4级,,,
2013/5/11,19,28,多云~晴,西南风,3-4级,,,
2013/5/12,19,30,晴,南风,3-4级,,,
2013/5/13,20,30,晴,东南风,3-4级,,,
2013/5/14,21,29,多云~阴,东南风,3-4级,,,
2013/5/15,19,24,小雨~暴雨,东风,3-4级,,,
2013/5/16,19,21,中雨~小雨,东风,4-5级,,,
2013/5/17,19,21,小到中雨~小雨,东风,4-5级~3-4级,,,
2013/5/18,19,22,小到中雨~小雨,东南风~西北风,3-4级,,,
2013/5/19,19,26,多云,北风~南风,3-4级,,,
2013/5/20,21,30,多云,南风~东南风,微风~3-4级,,,
2013/5/21,20,30,晴~多云,东南风,3-4级,,,
2013/5/22,21,29,多云,东南风,3-4级,,,
2013/5/23,21,24,小雨~阴,东风,3-4级,,,
2013/5/24,21,28,多云,东南风,3-4级,,,
2013/5/25,22,30,多云,东南风,4-5级,,,
2013/5/26,22,25,小雨~大雨,东南风,4-5级~5-6级,,,
2013/5/27,22,27,小到中雨~阴,西南风~西风,4-5级~3-4级,,,
2013/5/28,22,28,多云~晴,西风,3-4级,,,
2013/5/29,20,33,阵雨~中雨,东北风,3-4级,,,
2013/5/30,18,20,小到中雨~小雨,东北风~东风,4-5级~3-4级,,,
2013/5/31,19,23,小雨,东南风,微风,,,
2013/6/1,19,23,小雨,东北风,微风,,,
2013/6/2,18,23,阴~多云,东北风,3-4级,,,
2013/6/3,20,28,晴,东风~东南风,3-4级,,,
2013/6/4,21,26,多云,东南风,3-4级,,,
2013/6/5,22,28,阴~多云,东南风,4-5级~3-4级,,,
2013/6/6,21,28,多云~小雨,东南风,3-4级~4-5级,,,
2013/6/7,20,24,暴雨~大雨,东南风~东风,5-6级,,,
2013/6/8,20,24,~小雨,东北风,4-5级,,,
2013/6/9,20,23,小雨,西北风,3-4级,,,
2013/6/10,20,23,阴,北风,3-4级,,,
2013/6/11,20,25,小雨,西北风,3-4级,,,
2013/6/12,20,24,小雨~阴,东北风~东风,3-4级,,,
2013/6/13,20,22,小雨,东风~东南风,3-4级,,,
2013/6/14,21,23,小到中雨~小雨,东风,3-4级,,,
2013/6/15,23,27,小雨~阴,东南风,3-4级,,,
2013/6/16,25,29,阴,东风~东南风,3-4级,,,
2013/6/17,26,36,多云,南风~西南风,微风,,,
2013/6/18,26,35,小到中雨~阴,西南风,微风,,,
2013/6/19,25,33,中雨~阴,东北风,3-4级,,,
2013/6/20,24,30,阴,东北风,3-4级,,,
2013/6/21,23,31,多云,东北风,3-4级,,,
2013/6/22,25,31,多云~小雨,东风,3-4级,,,
2013/6/23,24,32,大雨~中雨,西南风,3-4级,,,
2013/6/24,24,27,中雨~小雨,东风,3-4级,,,
2013/6/25,23,28,暴雨~中雨,东南风~北风,3-4级,,,
2013/6/26,22,26,阴~大雨,东北风~东南风,3-4级~微风,,,
2013/6/27,21,24,大雨~阵雨,东风,3-4级,,,
2013/6/28,22,24,小雨,东北风~东风,3-4级,,,
2013/6/29,23,26,小雨~阴,东南风,3-4级,,,
2013/6/30,26,31,阴~多云,东南风,3-4级,,,
2013/7/1,28,35,多云,南风,3-4级,,,
2013/7/2,29,39,晴,西南风,4-5级,,,
2013/7/3,29,36,多云,西南风,3-4级,,,
2013/7/4,28,37,多云,西南风,3-4级~4-5级,,,
2013/7/5,26,36,雷雨~大雨,西南风~西北风,4-5级~3-4级,,,
2013/7/6,26,30,雷雨~阴,东南风~南风,3-4级,,,
2013/7/7,28,35,多云,西南风~南风,4-5级~3-4级,,,
2013/7/8,29,36,小雨~多云,西南风~南风,4-5级,,,
2013/7/9,29,37,晴,南风,3-4级,,,
2013/7/10,28,38,晴,南风,3-4级,,,
2013/7/11,27,38,晴,南风~东南风,微风,,,
2013/7/12,27,35,晴~多云,东南风,4-5级,,,
2013/7/13,28,33,多云,东南风,4-5级,,,
2013/7/14,28,34,多云~晴,东南风~南风,5-6级~4-5级,,,
2013/7/15,28,36,多云,南风,4-5级~3-4级,,,
